pos	ancestry_ds2
27	1
305	1
400	1
410	1
433	1
546	1
553	1
610	1
694	1
723	1
835	1
922	1
933	1
1053	1
1079	1
1100	1
1103	1
1282	1
1338	1
1581	1
1597	1
1606	1
1637	1
1724	1
1762	1
1809	1
1827	1
1871	1
1988	1
2061	1
2062	1
2070	1
2246	1
2253	1
2273	1
2353	1
2405	1
2452	1
2490	1
2502	1
2533	1
2698	1
2755	1
2784	1
2836	1
3160	1
3197	1
3375	1
3417	1
3425	1
3486	1
3713	1
3724	1
3736	1
3820	1
4071	1
4088	1
4134	1
4149	1
4306	1
4350	1
4435	1
4442	1
4506	1
4622	1
4769	1
4826	1
4864	1
4931	1
4989	1
5182	1
5189	1
5213	1
5279	1
5295	1
5630	1
5771	1
5894	1
6121	1
6185	1
6260	1
6263	1
6365	1
6439	1
6517	1
6671	1
6805	1
6889	1
6977	1
6988	1
7085	1
7106	1
7197	1
7366	1
7428	1
7436	1
7503	1
7507	1
7593	1
7867	1
8006	1
8008	1
8042	1
8144	1
8145	1
8188	1
8204	1
8296	1
8351	1
8392	1
8531	1
8620	1
8621	1
8930	1
9000	1
9015	1
9188	1
9361	1
9409	1
9500	1
9525	1
9705	1
9712	1
9787	1
9864	1
9904	1
9981	1
10029	1
10089	1
10105	1
10237	1
10247	1
10353	1
10434	1
10582	1
10612	1
10631	1
10741	1
10837	1
10851	1
10873	1
10931	1
10979	1
11092	1
11168	1
11351	1
11354	1
11370	1
11490	1
11620	1
11689	1
11793	1
11811	1
11892	1
11906	1
11924	1
12049	1
12067	1
12155	1
12171	1
12199	1
12216	1
12233	1
12309	1
12376	1
12424	1
12491	1
12698	1
12745	1
12868	1
12931	1
12947	1
12976	1
12989	1
13196	1
13216	1
13230	1
13304	1
13336	1
13422	1
13529	1
13578	1
13587	1
13589	1
13607	1
13788	1
13809	1
13865	1
13898	1
13935	1
14237	1
14271	1
14368	1
14369	1
14421	1
14470	1
14516	1
14535	1
14684	1
14712	1
14924	1
14944	1
14949	1
14962	1
15043	1
15050	1
15057	1
15088	1
15126	1
15161	1
15309	1
15456	1
15578	1
15590	1
15902	1
16025	1
16040	1
16240	1
16384	1
16420	1
16494	1
16640	1
16644	1
16710	1
16779	1
16831	1
16891	1
17042	1
17059	1
17249	1
17264	1
17272	1
17318	1
17427	1
17437	1
17589	1
17636	1
17643	1
17828	1
17902	1
17927	1
18003	1
18009	1
18111	1
18125	1
18193	1
18509	1
18520	1
18567	1
18717	1
18719	1
19055	1
19128	1
19207	1
19224	1
19240	1
19241	1
19266	1
19299	1
19335	1
19343	1
19384	1
19423	1
19458	1
19478	1
19521	1
19531	1
19558	1
19601	1
19625	1
19845	1
19873	1
19905	1
19929	1
19995	1
20078	1
20084	1
20098	1
20338	1
20438	1
20770	1
20781	1
20789	1
20802	1
20937	1
21030	1
21104	1
21193	1
21590	1
21702	1
21719	1
21910	1
21950	1
22014	1
22176	1
22197	1
22229	1
22296	1
22338	1
22411	1
22439	1
22637	1
22707	1
22713	1
22779	1
22790	1
22966	1
23018	1
23066	0.99889
23131	0.98
23159	0.98
23168	0.98
23180	0.98
23185	0.98
23230	0.98
23327	0.98
23380	0.98
23677	0.98
23747	0.98
23967	0.98
23970	0.98
24114	0.98
24167	0.98
24291	0.98
24325	0.98
24416	0.98
24424	0.98
24504	0.98
24621	0.98
24717	0.98
24992	0.98
25033	0.98
25046	0.98
25153	0.98
25261	0.98
25277	0.98
25320	0.98
25597	0.98
25651	0.98
25661	0.98
25668	0.98
25743	0.98
25763	0.98
25764	0.98
25828	0.98
25934	0.98
25979	0.98
26068	0.98
26070	0.98
26110	0.98
26222	0.98
26257	0.98
26274	0.98
26424	0.98
26433	0.98
26452	0.98
26499	0.98
26584	0.98
26841	0.98
26854	0.98
26888	0.98
26992	0.98
27037	0.98
27133	0.98
27283	0.98
27340	0.98
27425	0.98
27438	0.98
27447	0.98
27453	0.98
27503	0.98
27516	0.98
27523	0.98
27542	0.98
27550	0.98
27685	0.98
27836	0.98
27890	0.98
27952	0.98
28023	0.98
28098	0.98
28104	0.98
28110	0.98
28171	0.98
28207	0.98
28261	0.98
28301	0.98
28373	0.98
28375	0.98
28494	0.98
28518	0.98
28525	0.98
28707	0.98
28823	0.98
29053	0.98
29153	0.98
29155	0.98
29172	0.98
29179	0.98
29267	0.98
29275	0.98
29390	0.98
29408	0.98
29420	0.98
29438	0.98
29551	0.98
29599	0.98
29660	0.98
29779	0.98
29809	0.98
29814	0.98
29831	0.98
29984	0.98
30029	0.98
30092	0.98
30202	0.98
30254	0.98
30301	0.98
30323	0.98
30409	0.98
30448	0.98
30471	0.98
30536	0.98
30561	0.98
30628	0.98
30725	0.98
30789	0.98
30821	0.98
30888	0.98
30976	0.98
30985	0.98
31190	0.98
31270	0.98
31394	0.98
31410	0.98
31422	0.98
31473	0.98
31534	0.98
31600	0.98
31867	0.98
31916	0.98
31961	0.98
31983	0.98
32038	0.98
32188	0.98
32207	0.98
32222	0.98
32337	0.98
32422	0.98
32464	0.98
32521	0.98
32530	0.98
32620	0.98
32740	0.98
32841	0.98
32847	0.98
32879	0.98
32963	0.98
32984	0.98
33002	0.98
33051	0.98
33098	0.98
33188	0.98
33242	0.98
33273	0.98
33299	0.98
33325	0.98
33385	0.98
33595	0.98
33797	0.98
33876	0.98
33949	0.98
33958	0.98
34016	0.98
34156	0.98
34166	0.98
34205	0.98
34267	0.98
34306	0.98
34328	0.98
34499	0.98
34545	0.98
34580	0.98
34586	0.98
34648	0.98
34741	0.98
34800	0.98
34908	0.98
34985	0.98
34989	0.98
35106	0.98
35145	0.98
35153	0.98
35474	0.98
35529	0.98
35582	0.98
35689	0.98
35691	0.98
35995	0.98
36038	0.98
36051	0.98
36066	0.98
36201	0.98
36217	0.98
36308	0.98
36752	0.98
36822	0.98
36874	0.98
36910	0.98
37038	0.98
37039	0.98
37050	0.98
37063	0.98
37133	0.98
37144	0.98
37151	0.98
37273	0.98
37455	0.98
37568	0.98
37650	0.98
37663	0.98
37676	0.98
37763	0.98
37851	0.98
37933	0.98
37943	0.98
38111	0.98
38313	0.98
38371	0.98
38378	0.98
38380	0.98
38666	0.98
38704	0.98
38762	0.98
38926	0.98
38958	0.98
39040	0.98
39079	0.98
39086	0.98
39129	0.98
39252	0.98
39352	0.98
39647	0.98
39757	0.98
39763	0.98
39776	0.98
39816	0.98
39900	0.98
39916	0.98
39941	0.98
40014	0.98
40250	0.98
40270	0.98
40401	0.98
40407	0.98
40469	0.98
40507	0.98
40542	0.98
40577	0.98
40651	0.98
40735	0.98
40754	0.98
40831	0.98
40852	0.98
40892	0.98
40898	0.98
40916	0.98
40974	0.98
41034	0.98
41042	0.98
41106	0.98
41260	0.98
41377	0.98
41476	0.98
41645	0.98
41725	0.98
41881	0.98
41945	0.98
41982	0.98
42040	0.98
42100	0.98
42149	0.98
42265	0.98
42287	0.98
42319	0.98
42492	0.98
42550	0.98
42589	0.98
42592	0.98
42702	0.98
42748	0.98
42884	0.98
43029	0.98
43059	0.98
43144	0.98
43147	0.98
43161	0.98
43180	0.98
43432	0.98
43436	0.98
43451	0.98
43551	0.98
43575	0.98
43581	0.98
43584	0.98
43588	0.98
43608	0.98
43702	0.98
43777	0.98
43786	0.98
43926	0.98
43947	0.98
43963	0.98
43987	0.98
44022	0.98
44027	0.98
44103	0.98
44119	0.98
44190	0.98
44391	0.98
44395	0.98
44521	0.98
44584	0.98
44606	0.98
44609	0.98
44667	0.98
44668	0.98
44782	0.98
44833	0.98
45034	0.997998
45215	0.997998
45260	0.997998
45331	0.997998
45426	0.998
45516	0.998
45567	0.998
45618	0.998
45757	0.998
45772	0.998
45845	0.998
45873	0.998
45992	0.998
46118	0.998
46230	0.998
46367	0.998
46483	0.998
46597	0.998
46679	0.998
46691	0.998
46692	0.998
46735	0.998
46739	0.998
46822	0.998
47001	0.998
47218	0.998
47228	0.998
47279	0.998
47386	0.998
47457	0.998
47585	0.998
47955	0.998
48072	0.998
48077	0.998
48082	0.998
48083	0.998
48170	0.998
48203	0.998
48228	0.998
48248	0.998
48286	0.998
48384	0.998
48390	0.998
48404	0.998
48497	0.998
48538	0.998
48575	0.998
48578	0.998
48711	0.998
48879	0.998
48885	0.998
49024	0.998
49167	0.998
49177	0.998
49373	0.998
49558	0.998
49648	0.998
49675	0.998
49734	0.998
49748	0.998
49911	0.998
50214	0.998
50224	0.998
50254	0.998
50387	0.998
50554	0.998
50826	0.998
50841	0.998
50948	0.998
51016	0.998
51289	0.998
51382	0.998
51607	0.998
51655	0.998
51683	0.998
51698	0.998
51947	0.998
51984	0.998
52025	0.998
52049	0.998
52148	0.998
52187	0.998
52485	0.998
52762	0.998
52833	0.998
52937	0.998
52960	0.998
52985	0.998
53028	0.998
53085	0.998
53182	0.998
53367	0.998
53598	0.998
53620	0.998
53627	0.998
53723	0.998
53750	0.998
53759	0.998
53900	0.998
54025	0.998
54077	0.998
54159	0.998
54194	0.998
54582	0.998
54593	0.998
54687	0.998
54968	0.998
55101	0.998
55133	0.998
55298	0.998
55447	0.998
55537	0.998
55548	0.998
55615	0.998
55716	0.998
55764	0.998
55963	0.998
55976	0.998
56029	0.998
56118	0.998
56218	0.998
56467	0.998
56575	0.998
56595	0.998
56675	0.998
56804	0.998
56933	0.998
57070	0.998
57097	0.998
57127	0.998
57194	0.998
57431	0.998
57629	0.998
57736	0.998
57767	0.998
57827	0.998
57851	0.998
57927	0.998
57993	0.998
58074	0.998
58119	0.998
58120	0.998
58263	0.998
58331	0.998
58356	0.998
58418	0.998
58467	0.998
58489	0.998
58549	0.998
58582	0.998
58619	0.998
58767	0.998
58835	0.998
58849	0.998
58851	0.998
59165	0.998
59200	0.998
59206	0.998
59208	0.998
59255	0.998
59302	0.998
59334	0.998
59357	0.998
59426	0.998
59493	0.998
59585	0.998
59694	0.998
59703	0.998
59834	0.998
60146	0.998
60154	0.998
60252	0.998
60362	0.998
60395	0.998
60421	0.998
60432	0.998
60573	0.998
60578	0.998
60610	0.998
60657	0.998
60760	0.998
60766	0.998
60793	0.998
61005	0.998
61313	0.998
61446	0.998
61470	0.998
61512	0.998
61714	0.998
61852	0.998
61907	0.998
62026	0.998
62067	0.998
62069	0.998
62071	0.998
62086	0.998
62146	0.998
62203	0.998
62269	0.998
62319	0.998
62381	0.998
62485	0.998
62653	0.998
62681	0.998
62832	0.998
62841	0.998
63059	0.998
63140	0.998
63150	0.998
63264	0.998
63285	0.998
63469	0.998
63523	0.998
63599	0.998
63792	0.998
63859	0.998
63996	0.998
64052	0.998
64070	0.998
64072	0.998
64094	0.998
64335	0.998
64355	0.998
64433	0.998
64483	0.998
64541	0.998
64588	0.998
64590	0.998
64719	0.998
64762	0.998
64945	0.998
65112	0.998
65171	0.998
65216	0.998
65294	0.998
65394	0.998
65445	0.998
65474	0.998
65585	0.998
65616	0.998
65674	0.998
65748	0.998
65756	0.998
65988	0.998
66100	0.998
66104	0.998
66308	0.998
66344	0.998
66372	0.998
66444	0.998
66477	0.998
66507	0.998
66533	0.998
66643	0.998
66680	0.998
66815	0.998
66839	0.998
67116	0.998
67175	0.998
67364	0.998
67451	0.998
67513	0.998
67659	0.998
67676	0.998
67713	0.998
67862	0.998
67929	0.998
68048	0.998
68134	0.998
68173	0.998
68213	0.998
68227	0.998
68294	0.998
68313	0.998
68366	0.998
68390	0.998
68432	0.998
68459	0.998
68553	0.998
68862	0.998
69134	0.998
69269	0.998
69300	0.998
69378	0.998
69398	0.998
69411	0.998
69438	0.998
69440	0.998
69463	0.998
69534	0.998
69639	0.998
69721	0.998
69749	0.998
69757	0.998
69802	0.998
70100	0.998
70167	0.998
70175	0.998
70201	0.998
70220	0.998
70224	0.998
70232	0.998
70248	0.998
70307	0.998
70387	0.998
70407	0.998
70448	0.998
70514	0.998
70562	0.998
70576	0.998
70590	0.998
70652	0.998
70747	0.998
70754	0.998
70861	0.998
70874	0.998
70960	0.998
70973	0.998
71032	0.998
71119	0.998
71295	0.998
71354	0.998
71383	0.998
71386	0.998
71412	0.998
71434	0.998
71455	0.998
71588	0.998
71636	0.998
71675	0.998
71702	0.998
71732	0.998
71764	0.998
71937	0.998
72080	0.998
72198	0.998
72345	0.998
72806	0.998
73102	0.998
73170	0.998
73300	0.998
73816	0.998
73821	0.998
73831	0.998
73844	0.998
73875	0.998
73898	0.998
73947	0.998
74051	0.998
74362	0.998
74426	0.998
74451	0.998
74460	0.998
74522	0.998
74547	0.998
74583	0.998
74590	0.998
74630	0.998
74785	0.998
74824	0.998
74846	0.998
75067	0.998
75092	0.998
75309	0.998
75315	0.998
75348	0.998
75385	0.998
75397	0.998
75533	0.998
75612	0.998
75682	0.998
75805	0.998
75821	0.998
75833	0.998
75837	0.998
76161	0.998
76194	0.998
76403	0.998
76545	0.998
76634	0.998
76878	0.998
76882	0.998
77394	0.998
77532	0.998
77559	0.998
77728	0.998
77731	0.998
77912	0.998
77972	0.998
78025	0.998
78034	0.998
78187	0.998
78271	0.998
78376	0.998
78481	0.998
78586	0.998
78682	0.998
78733	0.998
78766	0.998
78803	0.998
78828	0.998
79093	0.998
79280	0.998
79469	0.998
79489	0.998
79772	0.998
79775	0.998
79784	0.998
79800	0.998
79883	0.998
80003	0.998
80086	0.998
80184	0.998
80200	0.998
80222	0.998
80308	0.998
80319	0.998
80346	0.998
80367	0.998
80463	0.998
80503	0.998
80691	0.998
80708	0.998
80816	0.998
80819	0.998
80867	0.998
80911	0.998
80939	0.998
81011	0.998
81039	0.998
81117	0.998
81173	0.998
81266	0.998
81487	0.998
81504	0.998
81722	0.998
81781	0.998
81802	0.998
81897	0.998
81914	0.998
82074	0.998
82112	0.998
82204	0.998
82283	0.998
82349	0.998
82449	0.998
82525	0.998
82549	0.998
82565	0.998
82669	0.998
82796	0.998
82911	0.998
83111	0.998
83262	0.998
83267	0.998
83313	0.998
